GEOID,heatrisk_class,City,Tree Canopy Class
06037102105,1,Sun Valley,1
06037102104,3,Shadow Hills,2
06037102104,3,Shadow Hills,3
06037980020,0,Shadow Hills,4
06037102107,3,Shadow Hills,3
06037102107,3,Shadow Hills,3
06037103102,3,Sunland,1
06037103102,3,Sunland,2
06037103102,3,Sunland,2
06037103102,3,Sunland,1
06037103102,3,Sunland,2
06037117407,3,North Hills,0
06037120108,4,Panorama City,2
06037120108,4,Panorama City,1
06037119340,3,Panorama City,0
06037117510,3,North Hills,1
06037117405,3,North Hills,0
06037117302,3,Northridge,1
06037117302,3,Northridge,1
06037117302,3,Northridge,2
06037117302,3,Northridge,1
06037119341,3,Panorama City,1
06037119320,4,Panorama City,2
06037121010,3,Sun Valley,2
06037121010,3,Sun Valley,1
06037121010,3,Sun Valley,1
06037121010,3,Sun Valley,0
06037121101,2,Sun Valley,1
06037121101,2,Sun Valley,1
06037121221,1,Sun Valley,2
06037121221,1,Sun Valley,2
06037119001,3,Arleta,1
06037119001,3,Arleta,2
06037119001,3,Arleta,2
06037121222,4,Sun Valley,1
06037121222,4,Sun Valley,0
06037121222,4,Sun Valley,1
06037121210,3,Sun Valley,1
06037121210,3,Sun Valley,0
06037121102,2,Sun Valley,0
06037121102,2,Sun Valley,0
06037121102,2,Sun Valley,0
06037104821,3,Pacoima,2
06037104821,3,Pacoima,2
06037117101,3,North Hills,2
06037117101,3,North Hills,1
06037119400,3,Arleta,2
06037119400,3,Arleta,2
06037119400,3,Arleta,2
06037119400,3,Arleta,2
06037119342,2,Panorama City,1
06037117201,4,North Hills,2
06037117201,4,North Hills,2
06037117202,2,North Hills,1
06037117202,2,North Hills,2
06037117301,2,North Hills,2
06037117301,2,North Hills,1
06037117301,2,North Hills,2
06037104822,2,Pacoima,1
06037117102,2,North Hills,2
06037117102,2,North Hills,3
06037119201,3,Arleta,2
06037119201,3,Arleta,2
06037119201,3,Arleta,2
06037119310,3,Panorama City,2
06037119310,3,Panorama City,1
06037109603,3,Mission Hills,2
06037109603,3,Mission Hills,2
06037109603,3,Mission Hills,1
06037109800,3,North Hills,1
06037109800,3,North Hills,2
06037109800,3,North Hills,2
06037109800,3,North Hills,2
06037104500,2,Pacoima,2
06037104500,2,Pacoima,2
06037119202,3,Arleta,1
06037119202,3,Arleta,2
06037119202,3,Arleta,1
06037119202,3,Arleta,1
06037104620,2,Pacoima,2
06037104620,2,Pacoima,2
06037109601,3,Mission Hills,1
06037109601,3,Mission Hills,1
06037109601,3,Mission Hills,1
06037109601,3,Mission Hills,2
06037104403,2,Pacoima,1
06037104403,2,Pacoima,1
06037104703,2,Pacoima,0
06037104703,2,Pacoima,1
06037103300,2,Shadow Hills,2
06037103300,2,Shadow Hills,3
06037104704,4,Pacoima,0
06037980021,0,Hansen Dam,3
06037104701,4,Pacoima,0
06037104701,4,Pacoima,1
06037104701,4,Pacoima,2
06037104108,4,Pacoima,1
06037104108,4,Pacoima,1
06037104108,4,Pacoima,2
06037104105,4,Pacoima,1
06037104105,4,Pacoima,1
06037104203,4,Pacoima,1
06037104203,4,Pacoima,2
06037104103,3,Lake View Terrace,2
06037104103,3,Lake View Terrace,2
06037104610,3,Pacoima,1
06037104610,3,Pacoima,1
06037109604,2,Mission Hills,0
06037109604,2,Mission Hills,2
06037109604,2,Mission Hills,1
06037109700,3,Granada Hills,1
06037109700,3,Granada Hills,2
06037109700,3,Granada Hills,1
06037104404,3,Pacoima,2
06037104404,3,Pacoima,1
06037104401,2,Pacoima,2
06037104401,2,Pacoima,1
06037111100,2,Granada Hills,2
06037111100,2,Granada Hills,1
06037109400,2,Mission Hills,2
06037109400,2,Mission Hills,2
06037109400,2,Mission Hills,2
06037109300,2,Granada Hills,1
06037109300,2,Granada Hills,1
06037109300,2,Granada Hills,1
06037106604,4,Sylmar,2
06037106604,4,Sylmar,1
06037106604,4,Sylmar,3
06037106604,4,Sylmar,0
06037106403,2,Sylmar,2
06037106403,2,Sylmar,3
06037106403,2,Sylmar,2
06037106113,3,Sylmar,1
06037106113,3,Sylmar,1
06037106520,4,Sylmar,2
06037106520,4,Sylmar,1
06037106520,4,Sylmar,2
06037106407,3,Sylmar,0
06037106407,3,Sylmar,1
06037106408,3,Sylmar,1
06037106408,3,Sylmar,2
06037106405,3,Sylmar,2
06037106405,3,Sylmar,1
06037106405,3,Sylmar,2
06037106020,3,Sylmar,2
06037106020,3,Sylmar,2
06037106406,4,Sylmar,1
06037106406,4,Sylmar,2
06037106406,4,Sylmar,1
06037106010,2,Sylmar,1
06037104201,3,Pacoima,1
06037104201,3,Pacoima,1
06037104201,3,Pacoima,1
06037104124,3,Kagel Canyon,1
06037104124,3,Lake View Terrace,2
06037104124,3,Lake View Terrace,3
06037104204,3,Lake View Terrace,2
06037104204,3,Lake View Terrace,0
06037106112,4,Sylmar,0
06037106112,4,Sylmar,2
06037106111,3,Sylmar,1
06037106111,3,Kagel Canyon,0
06037103101,1,Sunland,2
06037103101,1,Sunland,2
06037300902,0,Glendale,3
06037301000,3,Glendale,2
06037300701,3,Glendale,4
06037300400,3,Glendale,3
06037101400,3,Tujunga,4
06037101400,3,Tujunga,2
06037101400,3,Tujunga,4
06037101300,3,Tujunga,3
06037101300,3,Tujunga,2
06037101300,3,Tujunga,3
06037101300,3,Tujunga,4
06037101220,3,Tujunga,3
06037101220,3,Tujunga,2
06037300301,3,Glendale,1
06037300301,3,Glendale,3
06037300301,3,Glendale,3
06037101110,3,Tujunga,2
06037101110,3,Tujunga,1
06037101110,3,Tujunga,3
06037101122,2,Tujunga,2
06037101122,2,Tujunga,3
06037980026,0,Tujunga,1
06037262706,0,Pacific Palisades,2
06037262706,0,Pacific Palisades,2
06037262706,0,Pacific Palisades,2
06037262704,0,Pacific Palisades,2
06037262501,0,Pacific Palisades,2
06037262501,0,Pacific Palisades,2
06037262501,0,Pacific Palisades,3
06037262604,1,Pacific Palisades,2
06037262604,1,Pacific Palisades,3
06037262604,1,Pacific Palisades,4
06037262604,1,Pacific Palisades,3
06037271902,0,Mar Vista,3
06037271902,0,Mar Vista,3
06037271902,0,Mar Vista,2
06037271400,0,Mar Vista,3
06037271400,0,Mar Vista,2
06037271400,0,Mar Vista,2
06037271901,0,Mar Vista,2
06037271901,0,Mar Vista,2
06037271901,0,Mar Vista,0
06037271500,0,Mar Vista,3
06037271500,0,Mar Vista,2
06037271500,0,Mar Vista,2
06037702300,1,Santa Monica,2
06037702300,1,Santa Monica,1
06037271600,0,Mar Vista,3
06037271600,0,Mar Vista,0
06037271600,0,Mar Vista,3
06037271600,0,Mar Vista,2
06037271300,0,West LA,2
06037271300,0,West LA,2
06037271300,0,West LA,2
06037271300,0,West LA,2
06037271300,0,West LA,2
06037271702,1,Mar Vista,0
06037271702,1,Mar Vista,2
06037271702,1,Mar Vista,2
06037701801,2,Santa Monica,3
06037701801,2,Santa Monica,0
06037701304,1,Santa Monica,3
06037701304,1,Santa Monica,3
06037701201,0,Santa Monica,3
06037262802,0,Pacific Palisades,4
06037262802,0,Pacific Palisades,3
06037262802,0,Pacific Palisades,3
06037267300,1,West LA,0
06037267300,1,West LA,0
06037267404,0,West LA,1
06037800506,0,Malibu,4
06037800506,0,Malibu,4
06037262601,1,Pacific Palisades,4
06037980019,0,Pacific Palisades,4
06037800101,3,Calabasas,3
06037265301,3,Westwood,3
06037265100,0,Westwood,3
06037265100,0,Westwood,3
06037262302,0,Brentwood,4
06037262302,0,Brentwood,4
06037262400,0,Brentwood,4
06037262400,0,Brentwood,4
06037262301,1,Brentwood,4
06037262200,0,Bel Air,4
06037262200,0,Bel Air,4
06037262100,0,Bel Air,4
06037262100,0,Bel Air,4
06037262100,0,Bel Air,4
06037261200,0,Beverly Crest,4
06037261200,0,Beverly Crest,4
06037261102,0,Beverly Crest,4
06037261102,0,Beverly Crest,4
06037141600,1,Sherman Oaks,3
06037141600,1,Sherman Oaks,4
06037141600,1,Sherman Oaks,4
06037141700,1,Sherman Oaks,4
06037141700,1,Sherman Oaks,4
06037141700,1,Sherman Oaks,4
06037141500,1,Encino,3
06037141202,1,Sherman Oaks,2
06037141202,1,Sherman Oaks,4
06037141202,1,Sherman Oaks,3
06037141102,2,Sherman Oaks,3
06037141102,2,Sherman Oaks,3
06037141101,3,Sherman Oaks,1
06037141101,3,Sherman Oaks,3
06037141304,1,Sherman Oaks,3
06037141304,1,Sherman Oaks,2
06037141201,2,Sherman Oaks,1
06037141201,2,Sherman Oaks,1
06037141201,2,Sherman Oaks,2
06037141303,2,Sherman Oaks,1
06037139703,1,Tarzana,3
06037139802,1,Tarzana,3
06037800204,2,Calabasas,2
06037800204,2,Calabasas,3
06037138000,2,Woodland Hills,3
06037138000,2,Woodland Hills,3
06037138000,2,Woodland Hills,3
06037137504,0,Woodland Hills,3
06037139801,1,Tarzana,3
06037137402,3,Woodland Hills,3
06037137402,3,Woodland Hills,3
06037137402,3,Woodland Hills,3
06037137401,2,Woodland Hills,3
06037137401,2,Woodland Hills,2
06037137401,2,Woodland Hills,3
06037141400,3,Encino,2
06037141400,3,Encino,2
06037141400,3,Encino,2
06037139701,3,Encino,2
06037139701,3,Encino,2
06037139701,3,Encino,3
06037139701,3,Encino,3
06037139701,3,Encino,2
06037128910,2,Sherman Oaks,2
06037128910,2,Sherman Oaks,1
06037128910,2,Sherman Oaks,2
06037124600,2,Sherman Oaks,2
06037124600,2,Sherman Oaks,2
06037124600,2,Sherman Oaks,3
06037139600,3,Encino,3
06037139600,3,Encino,3
06037128801,2,Sherman Oaks,1
06037128801,2,Sherman Oaks,2
06037128802,3,Sherman Oaks,2
06037128802,3,Sherman Oaks,1
06037128802,3,Sherman Oaks,2
06037137502,3,Woodland Hills,3
06037137502,3,Woodland Hills,3
06037137502,3,Woodland Hills,2
06037139502,2,Encino,1
06037139502,2,Encino,1
06037137501,3,Woodland Hills,2
06037137501,3,Woodland Hills,2
06037139504,3,Encino,0
06037139504,3,Encino,1
06037137000,3,Woodland Hills,3
06037137000,3,Woodland Hills,3
06037139402,1,Tarzana,3
06037139402,1,Tarzana,3
06037139402,1,Tarzana,2
06037139401,2,Tarzana,1
06037139401,2,Tarzana,0
06037137104,1,Woodland Hills,3
06037137104,1,Woodland Hills,3
06037137103,3,Woodland Hills,2
06037137103,3,Woodland Hills,3
06037139200,3,Encino,2
06037139200,3,Encino,2
06037139200,3,Encino,1
06037139303,4,Tarzana,0
06037139303,4,Tarzana,0
06037139302,4,Tarzana,1
06037139302,4,Tarzana,1
06037137301,1,Woodland Hills,3
06037128500,3,Sherman Oaks,2
06037128500,3,Sherman Oaks,2
06037128602,2,Sherman Oaks,3
06037128602,2,Sherman Oaks,3
06037128602,2,Sherman Oaks,3
06037980024,0,Sepulveda Basin,1
06037124500,2,Valley Glen,3
06037124500,2,Valley Glen,3
06037139001,3,Encino,1
06037139001,3,Encino,1
06037139001,3,Encino,2
06037139001,3,Encino,2
06037128601,3,Sherman Oaks,2
06037128601,3,Sherman Oaks,2
06037128400,3,Van Nuys,1
06037128400,3,Van Nuys,1
06037128400,3,Van Nuys,1
06037128400,3,Van Nuys,2
06037123602,3,Valley Glen,3
06037123602,3,Valley Glen,3
06037123602,3,Valley Glen,3
06037128220,2,Valley Glen,3
06037128220,2,Valley Glen,3
06037128302,4,Van Nuys,2
06037128302,4,Van Nuys,1
06037137302,2,Woodland Hills,3
06037137302,2,Woodland Hills,2
06037139301,2,Tarzana,3
06037139301,2,Tarzana,3
06037139301,2,Tarzana,2
06037135113,2,Woodland Hills,2
06037134905,3,Woodland Hills,1
06037132900,3,Encino,3
06037132900,3,Encino,2
06037134901,2,Tarzana,1
06037134901,2,Tarzana,3
06037134901,2,Tarzana,2
06037135201,2,Westhills,1
06037135201,2,Westhills,3
06037135102,2,Westhills,2
06037135102,2,Westhills,3
06037135102,2,Westhills,2
06037135202,2,Westhills,2
06037135202,2,Westhills,2
06037135202,2,Westhills,2
06037132700,4,Reseda,1
06037132700,4,Reseda,2
06037132700,4,Reseda,2
06037132700,4,Reseda,2
06037134904,3,Woodland Hills,2
06037134904,3,Woodland Hills,2
06037132502,4,Reseda,2
06037132502,4,Reseda,1
06037132001,2,Lake Balboa,2
06037132001,2,Lake Balboa,2
06037132001,2,Lake Balboa,2
06037135111,2,Canoga Park,2
06037135111,2,Canoga Park,1
06037135111,2,Canoga Park,2
06037133000,3,Reseda,2
06037133000,3,Reseda,2
06037133000,3,Reseda,1
06037127805,3,Van Nuys,0
06037127805,3,Van Nuys,2
06037127805,3,Van Nuys,2
06037132002,2,Lake Balboa,1
06037132002,2,Lake Balboa,2
06037132002,2,Lake Balboa,3
06037123510,4,Valley Glen,2
06037123510,4,Valley Glen,2
06037127603,3,Van Nuys,2
06037127603,3,Van Nuys,1
06037127712,3,Van Nuys,2
06037127712,3,Van Nuys,2
06037127804,3,Van Nuys,2
06037127803,4,Van Nuys,2
06037127803,4,Van Nuys,1
06037127910,4,Van Nuys,1
06037127910,4,Van Nuys,2
06037123410,3,Valley Glen,1
06037123410,3,Valley Glen,2
06037127920,3,Van Nuys,2
06037127920,3,Van Nuys,3
06037134520,4,Canoga Park,1
06037134520,4,Canoga Park,0
06037132501,3,Reseda,1
06037132501,3,Reseda,2
06037134002,3,Winnetka,2
06037134002,3,Winnetka,2
06037134001,3,Canoga Park,2
06037134001,3,Canoga Park,1
06037134303,3,Canoga Park,2
06037134303,3,Canoga Park,2
06037134303,3,Canoga Park,2
06037134303,3,Canoga Park,2
06037134421,2,Westhills,3
06037134422,3,Westhills,2
06037134422,3,Westhills,2
06037134710,4,Winnetka,1
06037134710,4,Winnetka,2
06037134720,3,Winnetka,2
06037134720,3,Winnetka,2
06037134720,3,Winnetka,1
06037134522,3,Canoga Park,2
06037127604,2,Van Nuys,2
06037132102,4,Lake Balboa,1
06037132102,4,Lake Balboa,2
06037132102,4,Lake Balboa,1
06037127103,3,Van Nuys,1
06037131900,2,Lake Balboa,2
06037131900,2,Lake Balboa,2
06037131900,2,Lake Balboa,2
06037131900,2,Lake Balboa,2
06037127220,4,Van Nuys,2
06037127220,4,Van Nuys,1
06037127104,3,Van Nuys,1
06037127104,3,Van Nuys,2
06037127102,4,Van Nuys,1
06037127102,4,Van Nuys,1
06037980008,0,Van Nuys,0
06037127210,4,Van Nuys,1
06037127210,4,Van Nuys,0
06037127210,4,Van Nuys,0
06037127300,3,Van Nuys,2
06037127300,3,Van Nuys,2
06037134521,2,Canoga Park,1
06037131701,3,Reseda,2
06037131701,3,Reseda,2
06037131702,3,Reseda,2
06037131702,3,Reseda,2
06037134306,3,Canoga Park,1
06037134104,3,Winnetka,1
06037134104,3,Winnetka,1
06037134424,1,Westhills,2
06037134424,1,Canoga Park,3
06037134423,2,Westhills,3
06037134423,2,Westhills,2
06037134302,2,Westhills,2
06037134302,2,Westhills,2
06037134302,2,Westhills,2
06037134304,2,Canoga Park,0
06037134304,2,Canoga Park,2
06037134201,3,Canoga Park,2
06037134201,3,Canoga Park,1
06037134201,3,Canoga Park,2
06037134103,3,Winnetka,2
06037134103,3,Winnetka,2
06037134101,4,Winnetka,2
06037134101,4,Winnetka,2
06037131600,3,Reseda,3
06037131600,3,Reseda,2
06037131600,3,Reseda,2
06037131600,3,Reseda,3
06037127400,4,Van Nuys,1
06037127400,4,Van Nuys,1
06037127400,4,Van Nuys,2
06037127400,4,Van Nuys,0
06037131100,2,Lake Balboa,2
06037131100,2,Lake Balboa,2
06037131100,2,Lake Balboa,2
06037120030,2,Panorama City,0
06037120300,4,Panorama City,1
06037120300,4,Panorama City,3
06037120300,4,Panorama City,3
06037120300,4,Panorama City,3
06037120020,3,Panorama City,1
06037120020,3,Panorama City,0
06037120010,2,Panorama City,1
06037120010,2,Panorama City,2
06037120400,4,Panorama City,1
06037120400,4,Panorama City,1
06037120400,4,Panorama City,1
06037120400,4,Panorama City,2
06037127520,4,Van Nuys,0
06037127520,4,Van Nuys,0
06037119700,3,Panorama City,2
06037119700,3,Panorama City,2
06037119700,3,Panorama City,2
06037120106,4,Panorama City,1
06037131400,4,Reseda,2
06037131400,4,Reseda,2
06037131300,3,Reseda,2
06037131300,3,Reseda,2
06037131300,3,Reseda,2
06037131300,3,Reseda,2
06037131200,2,Lake Balboa,3
06037131200,2,Lake Balboa,2
06037131200,2,Lake Balboa,2
06037134305,3,Canoga Park,0
06037120104,2,Panorama City,0
06037117530,4,North Hills,1
06037117530,4,North Hills,0
06037117408,2,North Hills,1
06037120107,3,Panorama City,1
06037119900,3,Panorama City,2
06037119900,3,Panorama City,2
06037119900,3,Panorama City,2
06037119900,3,Panorama City,2
06037117303,2,North Hills,2
06037117303,2,North Hills,1
06037117404,3,North Hills,2
06037117404,3,North Hills,2
06037117404,3,North Hills,2
06037120103,3,Panorama City,0
06037117520,3,North Hills,1
06037120105,2,Panorama City,1
06037120105,2,Panorama City,2
06037115401,4,Northridge,3
06037115401,4,Northridge,2
06037115403,2,Northridge,1
06037115404,2,Northridge,1
06037115404,2,Northridge,2
06037115302,3,Northridge,1
06037113232,2,Westhills,3
06037113232,2,Westhills,3
06037113234,4,Canoga Park,2
06037113234,4,Canoga Park,0
06037113231,1,Westhills,2
06037113231,1,Canoga Park,2
06037980023,0,Chatsworth Village,0
06037115202,3,Northridge,1
06037115202,3,Northridge,0
06037115202,3,Northridge,2
06037113235,1,Canoga Park,3
06037115101,3,Northridge,3
06037115101,3,Northridge,3
06037115101,3,Northridge,3
06037115104,3,Northridge,3
06037115104,3,Northridge,1
06037115301,3,Northridge,2
06037115301,3,Northridge,2
06037113303,3,Chatsworth,2
06037113303,3,Chatsworth,0
06037113301,3,Northridge,3
06037113301,3,Northridge,1
06037113237,2,Chatsworth,1
06037113237,2,Chatsworth,2
06037115103,1,Northridge,1
06037113213,3,Chatsworth,2
06037113213,3,Chatsworth,1
06037113322,3,Chatsworth,2
06037113322,3,Chatsworth,2
06037111205,2,Northridge,2
06037111205,2,Northridge,1
06037111205,2,Northridge,2
06037111302,3,Northridge,2
06037111302,3,Northridge,2
06037113212,2,Chatsworth,2
06037113212,2,Chatsworth,2
06037111204,2,Porter Ranch,2
06037111204,2,Porter Ranch,2
06037111204,2,Porter Ranch,3
06037113211,2,Chatsworth,2
06037113211,2,Chatsworth,2
06037113102,1,Chatsworth,3
06037113102,1,Chatsworth,3
06037113101,2,Chatsworth,2
06037113101,2,Chatsworth,2
06037111206,2,Porter Ranch,2
06037111206,2,Porter Ranch,3
06037111206,2,Porter Ranch,2
06037111206,2,Porter Ranch,2
06037111206,2,Porter Ranch,2
06037111202,3,Granada Hills,2
06037111202,3,Granada Hills,2
06037111202,3,Granada Hills,3
06037109500,3,Pacoima,1
06037109500,3,Pacoima,1
06037109500,3,Pacoima,1
06037111201,2,Granada Hills,2
06037111201,2,Granada Hills,2
06037111201,2,Granada Hills,2
06037104310,3,Pacoima,1
06037104310,3,Pacoima,0
06037104310,3,Pacoima,1
06037109200,2,Granada Hills,1
06037109200,2,Granada Hills,2
06037109200,2,Granada Hills,2
06037109100,3,Mission Hills,1
06037109100,3,Mission Hills,1
06037106646,2,Granada Hills,2
06037106646,2,Granada Hills,1
06037320300,4,San Fernando,1
06037320300,4,San Fernando,1
06037320300,4,San Fernando,2
06037320300,4,San Fernando,2
06037320300,4,San Fernando,2
06037320201,3,San Fernando,1
06037320201,3,San Fernando,1
06037106642,2,Granada Hills,3
06037106642,2,Granada Hills,2
06037106642,2,Granada Hills,3
06037106649,2,Sylmar,2
06037106649,2,Sylmar,2
06037108101,1,Porter Ranch,2
06037108102,2,Porter Ranch,2
06037108103,1,Porter Ranch,2
06037108103,1,Porter Ranch,3
06037108202,4,Chatsworth,0
06037106643,2,Granada Hills,3
06037106643,2,Granada Hills,2
06037106643,2,Granada Hills,2
06037320202,4,San Fernando,3
06037320202,4,San Fernando,1
06037106645,2,Granada Hills,3
06037106645,2,Granada Hills,2
06037106648,4,Sylmar,2
06037106648,4,Sylmar,1
06037107020,4,Sylmar,2
06037107020,4,Sylmar,2
06037106641,1,Granada Hills,3
06037980022,0,Granada Hills,0
06037107010,2,Sylmar,2
06037106114,4,Sylmar,1
06037106114,4,Sylmar,2
06037108104,0,Porter Ranch,2
06037106603,1,Granada Hills,0
06037106603,1,Granada Hills,2
06037920303,0,Chatsworth,1
06037920312,4,Santa Clarita,3
06037106510,4,Sylmar,1
06037106510,4,Sylmar,2
06037106510,4,Sylmar,0
