GEOID,heatrisk_class,City,Tree Canopy Class,RentBurden_class
6037269800,0,Palms,1,1
6037269800,0,Palms,2,1
6037269700,0,Palms,2,1
6037269700,0,Palms,2,1
6037269700,0,Palms,2,1
6037269700,0,Palms,1,1
6037218400,1,Adams/La Brea,1,3
6037218400,1,Adams/La Brea,1,3
6037218400,1,Adams/La Brea,1,3
6037218400,1,Adams/La Brea,0,3
6037270300,0,Palms,1,2
6037270300,0,Palms,0,2
6037270300,0,Palms,0,2
6037269300,0,Palms,3,2
6037269300,0,Palms,3,2
6037269300,0,Palms,3,2
6037269300,0,Palms,3,2
6037269300,0,Palms,2,2
6037218300,1,Adams/La Brea,1,2
6037218300,1,Adams/La Brea,1,2
6037218300,1,Adams/La Brea,1,2
6037218300,1,Adams/La Brea,0,2
6037218300,1,Adams/La Brea,1,2
6037269601,0,Palms,0,3
6037269601,0,Palms,0,3
6037269601,0,Palms,0,3
6037218900,1,West Adams/Exposition Park,1,2
6037218900,1,West Adams/Exposition Park,1,2
6037218900,1,West Adams/Exposition Park,2,2
6037221401,1,West Adams/Exposition Park,2,4
6037221401,1,West Adams/Exposition Park,2,4
6037221500,1,West Adams/Exposition Park,1,3
6037221500,1,West Adams/Exposition Park,1,3
6037218600,0,Adams/La Brea,1,2
6037218600,0,Adams/La Brea,1,2
6037218600,0,Adams/La Brea,0,2
6037218701,0,West Adams/Exposition Park,2,4
6037218701,0,West Adams/Exposition Park,0,4
6037218800,0,West Adams/Exposition Park,0,4
6037218800,0,West Adams/Exposition Park,1,4
6037218500,0,Adams/La Brea,1,3
6037218500,0,Adams/La Brea,1,3
6037221402,0,West Adams/Exposition Park,1,2
6037221402,0,West Adams/Exposition Park,1,2
6037221302,1,West Adams/Exposition Park,1,4
6037221302,1,West Adams/Exposition Park,1,4
6037218210,1,Adams/La Brea,0,3
6037218210,1,Adams/La Brea,0,3
6037218210,1,Adams/La Brea,1,3
6037221710,0,West Adams/Exposition Park,1,3
6037221710,0,West Adams/Exposition Park,1,3
6037221601,1,West Adams/Exposition Park,1,2
6037221601,1,West Adams/Exposition Park,1,2
6037224010,1,Downtown,0,3
6037224010,1,Downtown,0,3
6037221602,0,West Adams/Exposition Park,0,3
6037221602,0,West Adams/Exposition Park,0,3
6037221602,0,West Adams/Exposition Park,0,3
6037224200,0,Westlake,0,3
6037224200,0,Westlake,0,3
6037224320,1,Westlake,1,3
6037224320,1,Westlake,1,3
6037221120,1,West Adams/Exposition Park,1,3
6037221120,1,West Adams/Exposition Park,0,3
6037269500,0,Palms,3,0
6037269500,0,Palms,3,0
6037269500,0,Palms,3,0
6037269500,0,Palms,3,0
6037269602,0,Palms,1,2
6037269602,0,Palms,2,2
6037269000,0,Palms,2,1
6037269000,0,Palms,3,1
6037269000,0,Palms,3,1
6037269000,0,Palms,2,1
6037269000,0,Palms,3,1
6037216700,0,Miracle Mile,1,2
6037216700,0,Miracle Mile,1,2
6037216700,0,Miracle Mile,1,2
6037217002,1,Miracle Mile,2,2
6037217002,1,Miracle Mile,1,2
6037217002,1,Miracle Mile,1,2
6037217001,0,Miracle Mile,1,2
6037217001,0,Miracle Mile,2,2
6037217001,0,Miracle Mile,1,2
6037269100,1,Palms,1,3
6037269100,1,Palms,1,3
6037269100,1,Palms,1,3
6037269100,1,Palms,2,3
6037224310,0,Westlake,1,1
6037224310,0,Westlake,1,1
6037221220,1,West Adams/Exposition Park,0,3
6037221220,1,West Adams/Exposition Park,1,3
6037221110,1,West Adams/Exposition Park,0,2
6037221110,1,West Adams/Exposition Park,0,2
6037210010,1,Westlake,0,2
6037210010,1,Westlake,1,2
6037210010,1,Westlake,2,2
6037209820,0,Westlake,1,2
6037209820,0,Westlake,1,2
6037209810,0,Westlake,1,3
6037209810,0,Westlake,0,3
6037213402,1,Miracle Mile,1,3
6037213402,1,Miracle Mile,1,3
6037213402,1,Miracle Mile,0,3
6037209520,0,Westlake,0,2
6037209520,0,Westlake,0,2
6037218220,1,Adams/La Brea,0,3
6037218220,1,Adams/La Brea,1,3
6037218220,1,Adams/La Brea,3,3
6037221210,0,West Adams/Exposition Park,1,2
6037221210,0,West Adams/Exposition Park,1,2
6037218120,1,West Adams/Exposition Park,1,1
6037218120,1,West Adams/Exposition Park,0,1
6037218120,1,West Adams/Exposition Park,0,1
6037218110,1,West Adams/Exposition Park,1,3
6037218110,1,West Adams/Exposition Park,1,3
6037221304,1,West Adams/Exposition Park,0,3
6037221304,1,West Adams/Exposition Park,1,3
6037221303,0,West Adams/Exposition Park,1,2
6037221303,0,West Adams/Exposition Park,0,2
6037213202,1,Miracle Mile,0,2
6037213202,1,Miracle Mile,0,2
6037217200,1,Miracle Mile,1,2
6037217200,1,Miracle Mile,1,2
6037217200,1,Miracle Mile,0,2
6037217200,1,Miracle Mile,1,2
6037212900,1,Miracle Mile,1,2
6037212900,1,Miracle Mile,0,2
6037213100,0,Miracle Mile,1,3
6037213100,0,Miracle Mile,2,3
6037531201,2,East Los Angeles,0,1
6037531101,3,East Los Angeles,0,2
6037531101,3,East Los Angeles,0,2
6037531101,3,East Los Angeles,0,2
6037531101,3,East Los Angeles,0,2
6037530901,3,East Los Angeles,1,2
6037530901,3,East Los Angeles,0,2
6037204420,1,Boyle Heights,1,2
6037204420,1,Boyle Heights,0,2
6037203800,3,Boyle Heights,1,2
6037203800,3,Boyle Heights,1,2
6037203800,3,Boyle Heights,0,2
6037203800,3,Boyle Heights,0,2
6037204410,0,Boyle Heights,0,3
6037204410,0,Boyle Heights,0,3
6037203720,1,Boyle Heights,0,3
6037203720,1,Boyle Heights,0,3
6037203720,1,Boyle Heights,0,3
6037213310,0,Miracle Mile,0,2
6037213310,0,Miracle Mile,0,2
6037209300,1,Westlake,0,3
6037209300,1,Westlake,0,3
6037213320,0,Miracle Mile,0,2
6037213320,0,Miracle Mile,0,2
6037207502,1,Downtown,1,2
6037209510,0,Westlake,0,4
6037209510,0,Westlake,0,4
6037209403,1,Westlake,0,4
6037209403,1,Westlake,0,4
6037213401,1,Miracle Mile,0,2
6037213401,1,Miracle Mile,1,2
6037209402,1,Westlake,0,2
6037209402,1,Westlake,0,2
6037203710,2,Boyle Heights,0,2
6037203710,2,Boyle Heights,0,2
6037203200,3,Boyle Heights,1,2
6037203200,3,Boyle Heights,1,2
6037203500,0,Boyle Heights,1,2
6037203500,0,Boyle Heights,0,2
6037203500,0,Boyle Heights,0,2
6037207400,0,Downtown,1,3
6037530801,4,East Los Angeles,1,1
6037530801,4,East Los Angeles,1,1
6037482001,2,Monterey Park,1,0
6037530700,1,East Los Angeles,0,2
6037212306,0,Miracle Mile,0,4
6037212306,0,Miracle Mile,0,4
6037212202,1,Miracle Mile,0,3
6037212202,1,Miracle Mile,0,3
6037208902,0,Westlake,0,3
6037208902,0,Westlake,0,3
6037207501,0,Downtown,2,1
6037209401,1,Westlake,0,3
6037209401,1,Westlake,0,3
6037209103,1,Westlake,0,3
6037209104,0,Westlake,1,3
6037208903,1,Westlake,0,2
6037208903,1,Westlake,0,2
6037208904,1,Westlake,0,4
6037208904,1,Westlake,0,4
6037212304,0,Miracle Mile,0,3
6037212203,1,Miracle Mile,0,3
6037212203,1,Miracle Mile,0,3
6037212303,1,Miracle Mile,0,3
6037212204,1,Miracle Mile,0,3
6037212204,1,Miracle Mile,0,3
6037208801,1,Westlake,3,2
6037208801,1,Westlake,1,2
6037208802,0,Westlake,1,4
6037208802,0,Westlake,2,4
6037208301,0,Westlake,1,2
6037206020,1,Wholesale,0,1
6037207102,1,Silverlake,0,2
6037203100,4,Boyle Heights,0,2
6037203100,4,Boyle Heights,2,2
6037203100,4,Boyle Heights,0,2
6037203300,1,Boyle Heights,0,3
6037207101,1,Silverlake,0,3
6037199900,1,Lincoln Heights,0,3
6037199900,1,Lincoln Heights,0,3
6037207103,0,Silverlake,0,3
6037207103,0,Silverlake,0,3
6037199700,1,Lincoln Heights,0,3
6037199700,1,Lincoln Heights,0,3
6037197600,0,Silverlake,2,2
6037197600,0,Silverlake,1,2
6037197700,1,Silverlake,1,4
6037197700,1,Silverlake,1,4
6037197700,1,Silverlake,0,4
6037267902,0,West LA,2,1
6037267902,0,West LA,2,1
6037267902,0,West LA,2,1
6037267403,0,West LA,1,2
6037267403,0,West LA,0,2
6037212800,1,Miracle Mile,1,3
6037212800,1,Miracle Mile,1,3
6037212800,1,Miracle Mile,1,3
6037213201,1,Miracle Mile,0,3
6037213201,1,Miracle Mile,0,3
6037213201,1,Miracle Mile,0,3
6037212701,0,Miracle Mile,1,3
6037212501,0,Miracle Mile,1,2
6037212420,0,Miracle Mile,1,3
6037212420,0,Miracle Mile,0,3
6037212305,0,Miracle Mile,0,3
6037212620,1,Miracle Mile,2,3
6037212620,1,Miracle Mile,0,3
6037216100,0,Miracle Mile,3,2
6037216100,0,Miracle Mile,2,2
6037216100,0,Miracle Mile,2,2
6037212702,0,Miracle Mile,2,3
6037212702,0,Miracle Mile,2,3
6037212702,0,Miracle Mile,3,3
6037264103,0,West LA,1,1
6037265601,0,Westwood,1,2
6037265601,0,Westwood,2,2
6037264000,0,West LA,4,2
6037264000,0,West LA,3,2
6037264000,0,West LA,3,2
6037264102,0,West LA,3,1
6037265602,0,Westwood,2,3
6037265602,0,Westwood,2,3
6037216800,0,Miracle Mile,1,2
6037216800,0,Miracle Mile,2,2
6037216800,0,Miracle Mile,2,2
6037216800,0,Miracle Mile,2,2
6037216401,1,Miracle Mile,0,2
6037216401,1,Miracle Mile,1,2
6037267901,0,West LA,1,1
6037267901,0,West LA,3,1
6037701000,1,Beverly Hills,2,1
6037701000,1,Beverly Hills,2,1
6037701000,1,Beverly Hills,1,1
6037216402,0,Miracle Mile,1,3
6037216402,0,Miracle Mile,1,3
6037700902,1,Beverly Hills,2,3
6037700902,1,Beverly Hills,2,3
6037700901,0,Beverly Hills,2,3
6037700901,0,Beverly Hills,1,3
6037700901,0,Beverly Hills,1,3
6037212502,1,Miracle Mile,0,3
6037212502,1,Miracle Mile,0,3
6037212410,1,Miracle Mile,1,3
6037212410,1,Miracle Mile,0,3
6037212610,1,Miracle Mile,1,2
6037212610,1,Miracle Mile,1,2
6037211802,1,Miracle Mile,0,3
6037211802,1,Miracle Mile,0,3
6037212102,0,Miracle Mile,1,3
6037212102,0,Miracle Mile,0,3
6037211704,0,Miracle Mile,0,2
6037211704,0,Miracle Mile,0,2
6037215102,0,Miracle Mile,0,2
6037215102,0,Miracle Mile,0,2
6037211701,0,Hancock Park,2,2
6037211701,0,Hancock Park,3,2
6037211701,0,Hancock Park,2,2
6037265410,0,Westwood,3,2
6037265410,0,Westwood,3,2
6037262303,0,Brentwood,4,0
6037262303,0,Brentwood,4,0
6037262303,0,Brentwood,4,0
6037265201,0,Westwood,3,4
6037265201,0,Westwood,2,4
6037265303,0,Westwood,2,4
6037265303,0,Westwood,2,4
6037265304,0,Westwood,2,4
6037265304,0,Westwood,2,4
6037265420,0,Westwood,3,2
6037265420,0,Westwood,3,2
6037211703,1,Miracle Mile,0,3
6037211703,1,Miracle Mile,0,3
6037211804,1,Miracle Mile,0,2
6037211804,1,Miracle Mile,0,2
6037211803,1,Miracle Mile,0,3
6037211803,1,Miracle Mile,1,3
6037211910,1,Miracle Mile,0,3
6037211910,1,Miracle Mile,0,3
6037211910,1,Miracle Mile,0,3
6037211000,1,Hancock Park,3,3
6037211000,1,Hancock Park,1,3
6037211000,1,Hancock Park,3,3
6037211000,1,Hancock Park,3,3
6037211000,1,Hancock Park,3,3
6037211000,1,Hancock Park,3,3
6037211310,1,Miracle Mile,0,3
6037211310,1,Miracle Mile,0,3
6037211500,1,Hancock Park,2,3
6037211500,1,Hancock Park,3,3
6037211500,1,Hancock Park,2,3
6037211410,0,Miracle Mile,0,4
6037211410,0,Miracle Mile,0,4
6037211420,1,Miracle Mile,1,3
6037211420,1,Miracle Mile,0,3
6037215101,0,Miracle Mile,0,2
6037215101,0,Miracle Mile,1,2
6037214700,0,Fairfax,2,3
6037214700,0,Fairfax,1,3
6037214700,0,Fairfax,2,3
6037214503,0,Miracle Mile,2,3
6037214503,0,Miracle Mile,3,3
6037214503,0,Miracle Mile,3,3
6037214503,0,Miracle Mile,3,3
6037700802,1,Beverly Hills,2,2
6037700802,1,Beverly Hills,1,2
6037214800,0,Fairfax,2,2
6037214800,0,Fairfax,1,2
6037214800,0,Fairfax,0,2
6037214501,0,Miracle Mile,3,3
6037214501,0,Miracle Mile,1,3
6037214501,0,Miracle Mile,3,3
6037214600,0,Fairfax,1,2
6037214600,0,Fairfax,1,2
6037214600,0,Fairfax,1,2
6037214902,0,Fairfax,0,2
6037214902,0,Fairfax,1,2
6037211201,0,Miracle Mile,1,2
6037211201,0,Miracle Mile,0,2
6037214000,0,Fairfax,2,3
6037214000,0,Fairfax,0,3
6037214000,0,Fairfax,1,3
6037214000,0,Fairfax,1,3
6037214100,0,Hancock Park,3,3
6037214100,0,Hancock Park,2,3
6037214100,0,Hancock Park,2,3
6037214100,0,Hancock Park,2,3
6037192300,0,Hancock Park,3,3
6037192300,0,Hancock Park,2,3
6037192300,0,Hancock Park,2,3
6037192410,0,Hancock Park,0,1
6037192410,0,Hancock Park,2,1
6037192410,0,Hancock Park,2,1
6037192410,0,Hancock Park,2,1
6037192420,0,Hancock Park,1,3
6037192420,0,Hancock Park,0,3
6037192510,1,East Hollywood,0,3
6037192510,1,East Hollywood,0,3
6037192520,1,East Hollywood,0,3
6037192520,1,East Hollywood,0,3
6037191902,0,Hancock Park,2,3
6037191902,0,Hancock Park,2,3
6037192001,0,Fairfax,1,3
6037192001,0,Fairfax,2,3
6037214400,0,Fairfax,0,2
6037214400,0,Fairfax,0,2
6037214400,0,Fairfax,0,2
6037194500,0,Fairfax,2,3
6037194500,0,Fairfax,2,3
6037700700,0,Beverly Hills,4,0
6037700700,0,Beverly Hills,3,0
6037700700,0,Beverly Hills,4,0
6037700400,1,West Hollywood,2,2
6037700400,1,West Hollywood,3,2
6037700400,1,West Hollywood,2,2
6037700400,1,West Hollywood,2,2
6037192002,0,Fairfax,2,2
6037192002,0,Fairfax,2,2
6037192002,0,Fairfax,2,2
6037194401,0,Fairfax,2,2
6037194401,0,Fairfax,2,2
6037194402,0,Fairfax,2,2
6037194402,0,Fairfax,2,2
6037194402,0,Fairfax,1,2
6037700501,0,West Hollywood,1,1
6037700501,0,West Hollywood,1,1
6037700102,1,West Hollywood,1,2
6037700102,1,West Hollywood,2,2
6037700102,1,West Hollywood,1,2
6037208720,1,Westlake,1,3
6037208720,1,Westlake,1,3
6037208302,1,Westlake,1,2
6037208302,1,Westlake,0,2
6037208302,1,Westlake,1,2
6037212101,0,Miracle Mile,0,3
6037212101,0,Miracle Mile,0,3
6037208401,1,Westlake,0,2
6037208401,1,Westlake,0,2
6037208710,1,Westlake,1,2
6037208502,1,Westlake,1,3
6037208502,1,Westlake,1,3
6037208502,1,Westlake,1,3
6037211922,0,Miracle Mile,0,3
6037211922,0,Miracle Mile,0,3
6037211921,0,Miracle Mile,0,3
6037208402,0,Westlake,1,2
6037208402,0,Westlake,1,2
6037208501,0,Westlake,1,2
6037208501,0,Westlake,1,2
6037208620,1,Westlake,1,2
6037208620,1,Westlake,1,2
6037208620,1,Westlake,0,2
6037211320,1,Miracle Mile,0,2
6037211320,1,Miracle Mile,0,2
6037208610,1,Westlake,0,2
6037208610,1,Westlake,1,2
6037211121,0,Miracle Mile,1,3
6037211121,0,Miracle Mile,1,3
6037211122,0,Miracle Mile,1,3
6037211122,0,Miracle Mile,0,3
6037197500,0,Silverlake,1,2
6037197500,0,Silverlake,2,2
6037197500,0,Silverlake,3,2
6037195720,0,Silverlake,1,2
6037195720,0,Silverlake,1,2
6037211202,0,Miracle Mile,1,2
6037201700,3,El Sereno,1,2
6037201700,3,El Sereno,1,2
6037201700,3,El Sereno,1,2
6037201402,3,El Sereno,1,2
6037201402,3,El Sereno,1,2
6037201402,3,El Sereno,0,2
6037481901,3,Alhambra,1,2
6037481901,3,Alhambra,1,2
6037201601,2,El Sereno,1,2
6037201602,2,El Sereno,1,1
6037201602,2,El Sereno,0,1
6037201602,2,El Sereno,2,1
6037206010,1,Silverlake,1,3
6037206010,1,Silverlake,0,3
6037199120,3,Lincoln Heights,1,3
6037199120,3,Lincoln Heights,1,3
6037199201,1,Lincoln Heights,1,2
6037199201,1,Lincoln Heights,0,2
6037199110,2,Lincoln Heights,1,1
6037199110,2,Lincoln Heights,3,1
6037199202,2,Lincoln Heights,2,2
6037199202,2,Lincoln Heights,2,2
6037197300,0,Silverlake,3,2
6037197300,0,Silverlake,3,2
6037197300,0,Silverlake,2,2
6037201401,3,El Sereno,1,4
6037201401,3,El Sereno,1,4
6037201504,2,El Sereno,2,2
6037480802,2,Alhambra,0,3
6037201503,2,El Sereno,1,1
6037201503,2,El Sereno,1,1
6037201501,4,El Sereno,2,3
6037201501,4,El Sereno,1,3
6037201501,4,El Sereno,1,3
6037201301,3,El Sereno,2,1
6037201301,3,El Sereno,1,1
6037980010,0,Silverlake,3,4
6037199400,3,Lincoln Heights,0,2
6037199400,3,Lincoln Heights,2,2
6037199400,3,Lincoln Heights,1,2
6037185320,2,Lincoln Heights,0,2
6037185320,2,Lincoln Heights,1,2
6037197200,2,Silverlake,1,1
6037197200,2,Silverlake,1,1
6037197200,2,Silverlake,1,1
6037199300,2,Lincoln Heights,3,2
6037199300,2,Lincoln Heights,2,2
6037185310,2,Lincoln Heights,1,2
6037185310,2,Lincoln Heights,1,2
6037197410,0,Silverlake,4,2
6037197410,0,Silverlake,3,2
6037197410,0,Silverlake,3,2
6037185202,2,Eagle Rock/Glassell,3,2
6037185202,2,Eagle Rock/Glassell,2,2
6037185202,2,Eagle Rock/Glassell,4,2
6037185203,2,Eagle Rock/Glassell,1,2
6037185203,2,Eagle Rock/Glassell,1,2
6037185203,2,Eagle Rock/Glassell,2,2
6037187102,3,Los Feliz,0,3
6037187102,3,Los Feliz,2,3
6037201200,1,El Sereno,1,1
6037480803,2,Alhambra,2,3
6037201120,3,El Sereno,2,1
6037201120,3,El Sereno,1,1
6037201120,3,El Sereno,2,1
6037480804,3,Alhambra,1,2
6037201110,2,El Sereno,1,2
6037201110,2,El Sereno,2,2
6037201110,2,El Sereno,1,2
6037201302,2,El Sereno,3,1
6037201302,2,El Sereno,3,1
6037201302,2,El Sereno,3,1
6037201302,2,El Sereno,3,1
6037183702,2,Highland Park,3,2
6037183702,2,Highland Park,3,2
6037195710,1,Silverlake,1,4
6037195710,1,Silverlake,1,4
6037195710,1,Silverlake,1,4
6037195802,0,Silverlake,1,2
6037195802,0,Silverlake,1,2
6037192620,1,East Hollywood,0,3
6037192620,1,East Hollywood,0,3
6037195804,0,Silverlake,1,0
6037195804,0,Silverlake,2,0
6037192700,1,East Hollywood,1,2
6037192700,1,East Hollywood,1,2
6037195903,0,Silverlake,1,2
6037195903,0,Silverlake,2,2
6037195600,0,Silverlake,2,2
6037195600,0,Silverlake,2,2
6037195600,0,Silverlake,1,2
6037195600,0,Silverlake,2,2
6037192610,1,East Hollywood,1,4
6037192610,1,East Hollywood,0,4
6037192610,1,East Hollywood,1,4
6037195803,0,Silverlake,3,2
6037195803,0,Silverlake,2,2
6037197420,0,Silverlake,2,2
6037197420,0,Silverlake,2,2
6037191820,0,Hollywood,0,3
6037191820,0,Hollywood,0,3
6037191820,0,Hollywood,0,3
6037191710,0,Hollywood,0,3
6037191710,0,Hollywood,1,3
6037191610,1,East Hollywood,2,4
6037191610,1,East Hollywood,1,4
6037191620,0,East Hollywood,0,3
6037191720,1,Hollywood,1,2
6037191720,1,Hollywood,1,2
6037191810,0,Hollywood,0,3
6037191810,0,Hollywood,0,3
6037191810,0,Hollywood,0,3
6037191901,0,Hollywood,0,2
6037191901,0,Hollywood,0,2
6037191120,1,East Hollywood,0,3
6037191120,1,East Hollywood,0,3
6037191204,0,East Hollywood,1,1
6037190802,0,Hollywood,0,2
6037190802,0,Hollywood,1,2
6037190802,0,Hollywood,0,2
6037191420,0,East Hollywood,0,3
6037191420,0,East Hollywood,1,3
6037195902,0,Silverlake,3,1
6037195902,0,Silverlake,3,1
6037191500,1,East Hollywood,1,2
6037191500,1,East Hollywood,0,2
6037191500,1,East Hollywood,0,2
6037195901,0,Silverlake,3,2
6037191410,1,East Hollywood,0,2
6037191410,1,East Hollywood,0,2
6037195500,1,Silverlake,3,1
6037195500,1,Silverlake,2,1
6037195500,1,Silverlake,3,1
6037195500,1,Silverlake,3,1
6037195400,0,Silverlake,3,2
6037195400,0,Silverlake,3,2
6037195400,0,Silverlake,3,2
6037195400,0,Silverlake,2,2
6037191301,0,East Hollywood,1,2
6037191301,0,East Hollywood,0,2
6037191203,0,East Hollywood,0,3
6037191203,0,East Hollywood,0,3
6037191302,0,East Hollywood,1,2
6037191302,0,East Hollywood,0,2
6037700502,0,West Hollywood,2,3
6037700300,1,West Hollywood,1,1
6037700300,1,West Hollywood,2,1
6037700300,1,West Hollywood,1,1
6037700600,0,Beverly Hills,4,2
6037700600,0,Beverly Hills,4,2
6037700200,1,West Hollywood,2,2
6037700200,1,West Hollywood,2,2
6037700200,1,West Hollywood,2,2
6037700200,1,West Hollywood,2,2
6037194300,0,Hollywood,4,3
6037194300,0,Hollywood,4,3
6037194300,0,Hollywood,4,3
6037194200,0,Hollywood,4,4
6037194200,0,Hollywood,4,4
6037190801,0,Hollywood,1,2
6037190801,0,Hollywood,1,2
6037190902,1,Hollywood,0,2
6037190902,1,Hollywood,1,2
6037190902,1,Hollywood,1,2
6037190901,1,Hollywood,0,2
6037190901,1,Hollywood,1,2
6037190901,1,Hollywood,0,2
6037191110,1,East Hollywood,1,3
6037191110,1,East Hollywood,0,3
6037189904,0,Hollywood,0,3
6037190510,1,East Hollywood,1,3
6037190510,1,East Hollywood,1,3
6037190520,1,East Hollywood,1,2
6037190520,1,East Hollywood,0,2
6037189905,0,Hollywood,3,3
6037189905,0,Hollywood,1,3
6037191000,1,Hollywood,0,3
6037191000,1,Hollywood,0,3
6037191000,1,Hollywood,0,3
6037189903,0,Hollywood,1,3
6037190202,0,Hollywood,1,3
6037190202,0,Hollywood,1,3
6037190201,0,Hollywood,0,3
6037190201,0,Hollywood,1,3
6037190402,0,Los Feliz,0,2
6037191201,1,East Hollywood,1,3
6037191201,1,East Hollywood,1,3
6037195300,0,Los Feliz,2,2
6037195300,0,Los Feliz,2,2
6037195300,0,Los Feliz,1,2
6037195100,0,Silverlake,3,3
6037195100,0,Silverlake,2,3
6037195100,0,Silverlake,3,3
6037195100,0,Silverlake,3,3
6037187300,0,Silverlake,3,2
6037187300,0,Silverlake,2,2
6037195202,0,Los Feliz,3,2
6037195202,0,Los Feliz,3,2
6037195202,0,Los Feliz,2,2
6037189201,0,Los Feliz,1,2
6037189201,0,Los Feliz,1,2
6037189101,0,Los Feliz,2,2
6037189101,0,Los Feliz,1,2
6037189101,0,Los Feliz,2,2
6037195201,0,Los Feliz,3,1
6037195201,0,Los Feliz,2,1
6037189202,0,Los Feliz,4,1
6037189202,0,Los Feliz,3,1
6037189202,0,Los Feliz,2,1
6037188201,0,Los Feliz,3,2
6037188201,0,Los Feliz,2,2
6037188201,0,Los Feliz,3,2
6037194101,0,Hollywood,4,3
6037194102,0,Hollywood,4,3
6037194102,0,Hollywood,4,3
6037194102,0,Hollywood,4,3
6037143700,1,Studio City,4,2
6037143700,1,Studio City,4,2
6037143901,2,Studio City,3,2
6037143901,2,Studio City,4,2
6037143902,1,Sherman Oaks,4,1
6037143902,1,Sherman Oaks,3,1
6037190401,0,Los Feliz,1,2
6037190401,0,Los Feliz,0,2
6037189300,0,Los Feliz,3,1
6037189300,0,Los Feliz,4,1
6037189300,0,Los Feliz,4,1
6037189600,0,Hollywood,4,2
6037189600,0,Hollywood,3,2
6037189600,0,Hollywood,3,2
6037189702,0,Hollywood,4,2
6037189400,0,Hollywood,4,2
6037189400,0,Hollywood,4,2
6037189400,0,Hollywood,4,2
6037143603,1,Studio City,3,3
6037143602,3,Studio City,3,2
6037143602,3,Studio City,3,2
6037143602,3,Studio City,2,2
6037143500,3,Studio City,3,2
6037143500,3,Studio City,3,2
6037143500,3,Studio City,2,2
6037143500,3,Studio City,3,2
6037143200,3,Studio City,3,4
6037143200,3,Studio City,2,4
6037143200,3,Studio City,2,4
6037187200,1,Los Feliz,1,3
6037187200,1,Los Feliz,1,3
6037185204,1,Eagle Rock/Glassell,3,1
6037185204,1,Eagle Rock/Glassell,3,1
6037183820,3,Highland Park,2,1
6037183820,3,Highland Park,1,1
6037186404,2,Eagle Rock/Glassell,2,3
6037186404,2,Eagle Rock/Glassell,2,3
6037183810,3,Highland Park,1,2
6037183810,3,Highland Park,1,2
6037183520,3,Highland Park,2,2
6037183520,3,Highland Park,2,2
6037186403,2,Eagle Rock/Glassell,1,1
6037186403,2,Eagle Rock/Glassell,1,1
6037186302,3,Eagle Rock/Glassell,3,2
6037186302,3,Eagle Rock/Glassell,3,2
6037186302,3,Eagle Rock/Glassell,2,2
6037480702,2,South Pasadena,4,2
6037480702,2,South Pasadena,3,2
6037480703,2,South Pasadena,4,1
6037480704,2,South Pasadena,3,1
6037183701,3,Highland Park,2,3
6037183701,3,Highland Park,2,3
6037183701,3,Highland Park,3,3
6037183620,2,Highland Park,2,2
6037183620,2,Highland Park,1,2
6037183103,3,Highland Park,2,1
6037183103,3,Highland Park,2,1
6037183220,3,Highland Park,1,1
6037183220,3,Highland Park,1,1
6037183220,3,Highland Park,2,1
6037183610,2,Highland Park,1,3
6037183610,2,Highland Park,1,3
6037186203,1,Eagle Rock/Glassell,3,1
6037186203,1,Eagle Rock/Glassell,3,1
6037183510,1,Highland Park,1,3
6037183510,1,Highland Park,2,3
6037183510,1,Highland Park,2,3
6037186401,3,Eagle Rock/Glassell,0,2
6037186401,3,Eagle Rock/Glassell,1,2
6037186202,1,Eagle Rock/Glassell,2,2
6037186202,1,Eagle Rock/Glassell,1,2
6037183300,2,Highland Park,1,2
6037183300,2,Highland Park,2,2
6037183300,2,Highland Park,1,2
6037186201,2,Eagle Rock/Glassell,2,2
6037183401,2,Highland Park,2,3
6037183401,2,Highland Park,1,3
6037186301,2,Eagle Rock/Glassell,2,3
6037186301,2,Eagle Rock/Glassell,1,3
6037186301,2,Eagle Rock/Glassell,2,3
6037183402,2,Eagle Rock/Glassell,1,2
6037183402,2,Eagle Rock/Glassell,1,2
6037183104,1,Highland Park,3,1
6037183101,2,Highland Park,3,2
6037183101,2,Highland Park,3,2
6037183101,2,Highland Park,1,2
6037183221,2,Highland Park,3,4
